term,POS,sentiment
tactlessness,n,-2
tad,n,0
tadpole,n,0
taffeta,n,0
taffy,n,0
tag,v,0
tail,v,0
tailgate,v,-1
tailless,adj,0
taillight,n,0
tailor,v,0
tailpipe,n,0
tails,n,0
tailspin,n,-1
tailwind,n,0
taint,v,-2
tainted,adj,-2
taiwanese,adj,0
take,v,0
taken,adj,0
takeoff,n,0
takeout,adj,0
takeover,n,0
taker,n,0
taking,adj,0
talc,v,0
tale,n,0
talent,n,2
talented,adj,2
talisman,n,0
talk,v,0
talkative,adj,-1
talkativeness,n,0
talker,n,0
tall,adj,1
tallness,n,0
tallow,n,0
tally,v,0
talon,n,0
tamable,adj,1
tamale,n,0
tamarind,n,0
tambourine,n,0
tame,adj,1
tame,v,0
tamely,adv,0
tameness,n,0
tamer,adj,0
tamp,v,0
tamper,v,-1
tampon,v,0
tan,adj,0
tan,v,0
tanager,n,0
tandem,adv,0
tang,n,0
tangelo,n,0
tangent,n,0
tangential,adj,0
tangerine,adj,0
tangibility,n,0
tangible,adj,0
tangibly,adv,0
tangle,v,-1
tango,v,0
tangy,adj,0
tank,v,-2
tankard,n,0
tanker,n,0
tankful,n,0
tanner,n,0
tannery,n,0
tannin,n,0
tantalize,v,1
tantalizing,adj,2
tantamount,adj,0
tantrum,n,-2
tap,v,0
tape,v,0
taper,v,0
tapestry,n,0
tapeworm,n,-2
tapioca,n,0
tapir,n,0
taproot,n,0
taps,n,0
tar,v,-2
tarantula,n,-1
tardily,adv,-1
tardiness,n,-1
tardy,adj,-2
target,v,0
tariff,v,0
tarmac,v,0
tarnish,v,-2
taro,n,0
tarot,n,0
tarp,n,0
tarpaulin,n,0
tarpon,n,0
tarragon,n,0
tarry,adj,0
tarry,v,0
tart,adj,0
tartan,n,0
tartar,n,0
tartly,adv,-1
tartness,n,-1
task,v,0
taskmaster,n,0
tassel,n,0
taste,v,0
tasteful,adj,2
tastefully,adv,2
tasteless,adj,-2
tastelessly,adv,-1
taster,n,0
tastiness,n,2
tasty,adj,2
tat,v,0
tatter,n,-1
tattered,adj,-1
tatters,n,-1
tatting,n,0
tattle,v,-1
tattler,n,0
tattletale,n,-2
tattoo,v,0
taught,v,0
taunt,v,-2
taupe,adj,0
taut,adj,0
tautly,adv,0
tautness,n,0
tautological,adj,0
tautology,n,0
tavern,n,0
tawdry,adj,-2
tawny,adj,0
tax,v,0
taxable,adj,0
taxation,n,0
taxi,v,0
taxicab,n,0
taxidermist,n,0
taxidermy,n,0
taxing,adj,-1
taxonomy,n,0
taxpayer,n,0
tbs.,n,0
tbsp.,n,0
tea,n,0
teach,v,0
teachable,adj,1
teacher,n,0
teaching,n,0
teacup,n,0
teak,n,0
teakettle,n,0
teal,adj,0
team,v,0
teammate,n,0
teamster,n,0
teamwork,n,0
teapot,n,0
tear,v,0
teardrop,n,0
tearful,adj,-1
tearfully,adv,-2
tearjerker,n,0
tease,v,-1
teaspoon,n,0
teaspoonful,n,0
teat,n,0
tech.,n,0
technical,adj,0
technicality,n,0
technically,adv,0
technician,n,0
technique,n,0
technocracy,n,0
technocrat,n,0
technological,adj,0
technologically,adv,0
technologist,n,0
technology,n,0
tedious,adj,-2
tediously,adv,-2
tediousness,n,-1
tedium,n,-1
tee,v,0
teem,v,0
teen,adj,0
teenage,adj,0
teenaged,adj,0
teenager,n,0
teens,n,0
teeny,adj,0
teepee,n,0
teeter,v,0
teeter-totter,v,-1
teeth,n,0
teethe,v,0
teetotal,adj,0
teetotal,v,0
teetotaler,n,0
teetotaller,n,0
tel.,n,0
telecast,v,0
telecaster,n,0
telecommunication,n,0
telecommunications,n,0
telecommute,v,0
teleconference,n,0
telegram,n,0
telegraph,v,0
telegrapher,n,0
telegraphic,adj,0
telegraphy,n,0
telekinesis,n,0
telemarketing,n,-1
telemetry,n,0
telepathic,adj,0
telepathy,n,0
telephone,v,0
telephonic,adj,0
telephoto,n,0
telescope,v,0
telescopic,adj,0
telethon,n,0
televangelist,n,0
televise,v,0
television,n,0
tell,v,0
teller,n,0
telling,adj,0
tellingly,adv,0
telltale,adj,0
temblor,n,-1
temerity,n,-1
temp,n,0
temp.,n,0
temper,n,-1
tempera,n,0
temperament,n,0
temperamental,adj,-1
temperamentally,adv,-2
temperance,n,1
temperate,adj,0
temperature,n,0
tempered,adj,0
tempest,n,-1
tempestuous,adj,0
tempestuously,adv,-1
tempi,n,0
template,n,0
temple,n,0
tempo,n,0
temporal,adj,0
temporarily,adv,0
temporary,adj,0
temporize,v,0
tempt,v,-1
temptation,n,-1
tempter,n,-1
tempting,adj,0
temptingly,adv,1
temptress,n,-2
tempura,n,0
ten,adj,0
tenability,n,0
tenable,adj,0
tenacious,adj,1
tenaciously,adv,1
tenacity,n,2
tenancy,n,0
tenant,v,0
tend,v,0
tendency,n,0
tendentious,adj,0
tendentiously,adv,0
tender,adj,2
tender,v,0
tenderfeet,n,0
tenderfoot,n,0
tenderhearted,adj,2
tenderize,v,0
tenderizer,n,0
tenderloin,n,0
tenderly,adv,2
tenderness,n,2
tendinitis,n,-1
tendon,n,0
tendril,n,0
tenement,n,0
tenet,n,0
tenfold,adj,0
tenfold,adv,0
tennis,n,0
tenon,n,0
tenor,adj,0
tense,adj,-1
tense,v,-1
tensely,adv,-1
tenseness,n,-1
tensile,adj,0
tension,n,-1
tent,v,0
tentacle,n,0
tentative,adj,0
tentatively,adv,0
tenth,adj,0
tenuous,adj,-1
tenuously,adv,-1
tenure,v,0
tepee,n,0
tepid,adj,-1
tequila,n,0
term,v,0
terminal,adj,-1
terminally,adv,-2
terminate,v,-1
termination,n,-1
termini,n,0
terminology,n,0
terminus,n,0
termite,n,-1
terms,n,0
tern,n,0
terrace,v,0
terrain,n,0
terrapin,n,0
terraria,n,0
terrarium,n,0
terrestrial,adj,0
terrible,adj,-2
terribly,adv,-2
terrier,n,0
terrific,adj,3
terrifically,adv,3
terrified,adj,-2
terrify,v,-2
terrifying,adj,-2
territorial,adj,0
territory,n,0
terror,n,-2
terrorism,n,-2
terrorist,n,-2
terrorize,v,-2
terry,n,0
terse,adj,0
tersely,adv,0
terseness,n,0
tertiary,adj,0
test,v,0
testament,n,0
testate,adj,0
tester,n,0
testes,n,0
testicle,n,0
testify,v,0
testily,adv,-1
testimonial,adj,1
testimony,n,0
testiness,n,-1
testis,n,0
testosterone,n,0
testy,adj,-1
tetanus,n,-2
tete-a-tete,adj,0
tether,v,0
tetrahedron,n,0
teutonic,adj,0
text,n,0
textbook,adj,0
textile,adj,0
textual,adj,0
texture,n,0
thai,adj,0
thalamus,n,0
than,prep,0
thank,v,1
thankful,adj,2
thankfully,adv,2
thankfulness,n,2
thankless,adj,-2
thanklessly,adv,-2
thanks,n,1
thanksgiving,n,2
that,det,0
thatch,v,0
thaw,v,0
the,det,0
theater,n,0
theatre,n,0
theatrical,adj,0
theatrically,adv,0
thee,n,0
theft,n,-2
their,n,0
theirs,pron,0
theism,n,0
theistic,adj,0
them,n,0
thematic,adj,0
theme,v,0
themselves,n,0
then,adj,0
then,adv,0
thence,adv,0
thenceforth,adv,0
theocracy,n,0
theocratic,adj,0
theologian,n,0
theological,adj,0
theology,n,0
theorem,n,0
theoretical,adj,0
theoretically,adv,0
theoretician,n,0
theorist,n,0
theorize,v,0
theory,n,0
therapeutic,adj,2
therapeutics,n,0
therapist,n,0
therapy,n,0
there,adv,0
thereabout,adv,0
thereabouts,adv,0
thereafter,adv,0
thereby,adv,0
therefore,adv,0
therein,adv,0
thereof,adv,0
thereon,adv,0
thereto,adv,0
thereupon,conj,0
thermal,adj,0
thermodynamic,adj,0
thermodynamics,n,0
thermometer,n,0
thermonuclear,adj,0
thermos,n,0
thermostat,v,0
thesauri,n,0
thesaurus,n,0
these,det,0
theses,det,0
thesis,n,0
thespian,adj,0
they,n,0
thiamin,n,0
thiamine,n,0
thick,adj,0
thick,adv,0
thicken,v,0
thickener,n,0
thicket,n,0
thickly,adv,0
thickness,n,0
thickset,adj,0
thick-skinned,adj,-1
thief,n,-2
thieve,v,-2
thievery,n,-2
thieves,n,-2
thievish,adj,-2
thigh,n,0
thighbone,n,0
thimble,n,0
thimbleful,n,0
thin,adj,0
thin,adv,0
thin,v,0
thine,n,0
thing,n,0
things,n,0
think,v,0
thinker,n,2
thinly,adv,0
thinner,adj,0
thinness,n,0
thin-skinned,adj,-1
third,adj,0
third,adv,0
thirdly,adv,0
third-rate,adj,-2
thirst,n,-1
thirstily,adv,0
thirsty,adj,-1
thirteen,adj,0
thirteenth,adj,0
thirtieth,adj,0
thirty,adj,0
this,det,0
thistle,n,0
thither,adv,0
tho,n,0
thong,n,0
thoraces,n,0
thoracic,adj,0
thorax,n,0
thorn,n,-1
thorny,adj,-1
thorough,adj,0
thoroughbred,adj,1
thoroughfare,n,0
thoroughgoing,adj,1
thoroughly,adv,2
thoroughness,n,1
those,det,0
thou,n,0
though,adv,0
thought,v,0
thoughtful,adj,2
thoughtfully,adv,2
thoughtfulness,n,2
thoughtless,adj,-2
thoughtlessly,adv,-2
thoughtlessness,n,-2
thousand,adj,0
thousandth,adj,0
thrall,n,-1
thrash,v,-1
thrasher,n,0
thread,v,0
threadbare,adj,-1
threat,n,-2
threaten,v,-2
threatening,adj,-2
threateningly,adv,-2
three,adj,0
three-dimensional,adj,0
threefold,adj,0
threefold,adv,0
threescore,adj,0
threesome,n,0
thresh,v,0
thresher,n,0
threshold,n,0
threw,v,0
thrice,adv,0
thrift,n,1
thriftily,adv,1
thriftiness,n,1
thrifty,adj,1
thrill,v,1
thriller,n,0
thrilling,adj,2
thrive,v,2
thriven,n,2
throat,n,0
throatiness,n,0
throaty,adj,0
throb,v,-1
throe,n,-1
thrombosis,n,-2
throne,v,0
throng,v,0
throttle,v,-2
through,adj,0
through,adv,0
throughout,adv,0
throughway,n,0
throve,n,2
throw,v,0
throwaway,adj,0
throwback,adj,0
thrown,adj,0
thru,prep,0
thrum,v,0
thrush,n,0
thrust,v,0
thruway,n,0
thud,v,0
thug,n,-2
thumb,v,0
thumbnail,n,0
thumbscrew,n,0
thumbtack,v,0
thump,v,-1
thunder,v,0
thunderbolt,n,0
thunderclap,n,0
thundercloud,n,-1
thunderhead,n,-1
thunderous,adj,0
thundershower,n,0
thunderstorm,n,-1
thunderstruck,adj,0
thus,adv,0
thwack,v,0
thwart,v,-1
thy,n,0
thyme,n,0
thymus,n,0
thyroid,adj,0
thyself,n,0
ti,n,0
tiara,n,0
tibia,n,0
tibiae,n,0
tic,n,0
tick,v,0
ticker,n,0
ticket,v,0
ticking,v,0
tickle,v,1
ticklish,adj,0
tidal,adj,0
tidbit,n,0
tiddlywinks,n,0
tide,v,0
tidewater,n,0
tidiness,n,1
tidings,n,1
tidy,adj,2
tidy,v,0
tie,v,0
tiebreaker,n,0
tier,n,0
tiff,n,-1
tiger,n,0
tight,adj,0
tight,adv,0
tighten,v,0
tightfisted,adj,-2
tightly,adv,0
tightness,n,0
tightrope,n,-1
tights,n,0
tightwad,n,-1
tigress,n,0
tilde,n,0
tile,v,0
tiling,n,0
till,v,0
tillage,n,0
tiller,v,0
tilt,v,0
timber,n,0
timbered,adj,0
timberland,n,0
timberline,n,0
timbre,n,0
time,v,0
time-consuming,adj,-1
time-honored,adj,1
timekeeper,n,0
timeless,adj,2
timelessness,n,2
timely,adj,1
timely,adv,2
timepiece,n,0
timer,n,0
times,n,0
timetable,n,0
timeworn,adj,0
timid,adj,-1
timidity,n,-1
timidly,adv,-1
timing,n,0
timorous,adj,-1
timorously,adv,-1
timpani,n,0
timpanist,n,0
tin,v,0
tincture,n,0
tinder,n,0
tinderbox,n,-1
tine,n,0
tinfoil,n,0
tinge,v,0
tingle,v,1
tingly,adj,0
tinker,v,0
tinkle,v,0
tinny,adj,-1
tinsel,v,0
tint,v,0
tintinnabulation,n,0
tiny,adj,0
tip,v,0
tipper,n,0
tipple,v,0
tippler,n,-1
tipsily,adv,-1
tipster,n,0
tipsy,adj,-1
tiptoe,adj,0
tiptoe,adv,0
tiptoe,v,0
tiptop,adj,2
tirade,n,-2
tire,v,-1
tired,adj,-1
tiredness,n,-1
tireless,adj,2
tirelessly,adv,2
tirelessness,n,2
tiresome,adj,-2
tiresomely,adv,-2
tissue,v,0
tit,n,0
titan,n,0
titanic,adj,0
titanium,n,0
tithe,v,0
titillate,v,0
titillation,n,1
title,v,0
titled,adj,0
titmice,n,0
titmouse,n,0
titter,v,0
tittle,n,-1
titular,adj,0
tizzy,n,-1
to,prep,0
toad,n,0
toadstool,n,0
toady,v,-1
toast,v,0
toaster,n,0
toastmaster,n,0
toasty,adj,1
tobacco,n,0
tobacconist,n,0
toboggan,v,0
tocsin,n,0
today,adv,0
toddle,v,0
toddler,n,0
toddy,n,0
toe,v,0
toehold,n,0
toenail,v,0
toffee,n,0
toffy,n,0
tofu,n,0
toga,n,0
together,adj,0
together,adv,0
togetherness,n,2
toggle,v,0
togs,n,0
toil,v,-2
toiler,n,-1
toilet,n,0
toiletry,n,0
toilette,n,0
toilsome,adj,-1
token,adj,0
tokenism,n,0
told,v,0
tolerable,adj,0
tolerably,adv,1
tolerance,n,1
tolerant,adj,2
tolerantly,adv,1
tolerate,v,0
toleration,n,0
toll,n,-2
tollbooth,n,0
tollgate,n,0
tom,n,0
tomahawk,v,0
tomato,n,0
tomb,n,-1
tomboy,n,-1
tombstone,n,0
tomcat,n,0
tome,n,0
tomfoolery,n,-1
tomorrow,adv,0
ton,n,0
tonal,adj,0
tonality,n,0
tone,v,0
tone-deaf,adj,-1
toneless,adj,-1
tongs,n,0
tongue,v,0
tongue-in-cheek,adj,0
tongue-in-cheek,adv,0
tongue-tied,adj,-1
tonic,adj,1
tonight,adv,0
tonnage,n,0
tonsil,n,0
tonsillectomy,n,0
tonsillitis,n,-1
tonsorial,adj,0
tonsure,v,0
too,adv,0
took,v,0
tool,v,0
toolbox,n,0
toot,v,0
tooth,n,0
toothache,n,-1
toothbrush,n,0
toothed,adj,0
toothless,adj,-1
toothpaste,n,0
toothpick,n,0
toothsome,adj,1
toothy,adj,0
top,adj,2
top,v,0
topaz,n,0
topcoat,n,0
top-flight,adj,3
top-heavy,adj,-1
topic,n,0
topical,adj,0
topically,adv,0
topknot,n,0
topless,adj,0
topmast,n,0
topmost,adj,0
top-notch,adj,3
topographer,n,0
topographic,adj,0
topographical,adj,0
topography,n,0
topping,adj,0
topple,v,-1
topsail,n,0
top-secret,adj,0
topsoil,n,0
topsy-turvy,adj,0
topsy-turvy,adv,-1
torch,v,0
torchlight,n,0
tore,v,-1
toreador,n,0
torment,v,-2
tormentor,n,-2
torn,adj,-1
tornado,n,-2
torpedo,v,0
torpid,adj,-1
torpor,n,-1
torque,n,0
torrent,n,-1
torrential,adj,0
torrid,adj,-2
torsion,n,0
torso,n,0
tort,n,-1
torte,n,0
tortilla,n,0
tortoise,n,0
tortoiseshell,n,0
tortuous,adj,-2
tortuously,adv,-2
torture,v,-3
torturer,n,-2
toss,v,0
tossup,n,0
tot,v,0
total,adj,0
total,v,0
totalitarian,adj,-1
totalitarianism,n,-2
totality,n,0
totally,adv,1
tote,v,0
totem,n,0
totter,v,0
toucan,n,0
touch,v,0
touch-and-go,adj,0
touchdown,n,0
touche,n,0
touched,adj,2
touching,adj,2
touchstone,n,0
touch-type,v,0
touchy,adj,-1
touchy-feely,adj,0
tough,adj,0
toughen,v,0
toughly,adv,0
toughness,n,0
toupee,n,0
tour,v,0
tourism,n,0
tourist,n,0
tournament,n,0
tourniquet,n,0
tousle,v,0
tout,v,-1
tow,v,0
toward,prep,0
towards,prep,0
towel,v,0
toweling,n,0
towelling,n,0
tower,v,0
towering,adj,0
towhead,n,0
towheaded,adj,0
town,n,0
townsfolk,n,0
township,n,0
townspeople,n,0
towpath,n,0
toxic,adj,-2
toxicity,n,-1
toxicologist,n,0
toxicology,n,0
toxin,n,-1
toy,v,-1
trace,v,0
traceable,adj,0
tracer,n,0
tracery,n,0
trachea,n,0
tracheae,n,0
tracing,n,0
track,v,0
tracker,n,0
tract,n,0
tractable,adj,1
traction,n,0
tractor,n,0
trade,v,0
trademark,v,0
trader,n,0
tradesman,n,0
tradition,n,0
traditional,adj,0
traditionalist,adj,0
traditionally,adv,0
traduce,v,-2
traffic,v,0
trafficker,n,-2
tragedian,n,0
tragedy,n,-2
tragic,adj,-2
tragically,adv,-2
trail,v,0
trailblazer,n,2
trailer,n,0
train,v,0
trainee,n,0
trainer,n,0
training,n,0
traipse,v,0
trait,n,0
traitor,n,-2
traitorous,adj,-2
trajectory,n,0
tram,v,0
trammel,v,-1
tramp,n,-2
trample,v,-1
trampoline,n,0
trance,n,-1
tranquil,adj,2
tranquility,n,2
tranquilize,v,0
tranquilizer,n,0
tranquillity,n,2
tranquillize,v,0
tranquillizer,n,0
tranquilly,adv,2
trans.,n,0
transact,v,0
transaction,n,0
transatlantic,adj,0
transceiver,n,0
transcend,v,0
transcendence,n,2
transcendent,adj,3
transcendental,adj,2
transcendentalism,n,0
transcontinental,adj,0
transcribe,v,0
transcript,n,0
transcription,n,0
transducer,n,0
transept,n,0
transfer,v,0
transferable,adj,0
transference,n,0
transfiguration,n,0
transfigure,v,0
transfix,v,0
transform,v,0
transformation,n,1
transformer,n,0
transfuse,v,0
transfusion,n,0
transgress,v,-2
transgression,n,-2
transgressor,n,-2
transience,n,0
transient,adj,0
transistor,n,0
transit,v,0
transition,v,0
transitional,adj,0
transitive,adj,0
transitively,adv,0
transitory,adj,0
translate,v,0
translation,n,0
translator,n,0
transliterate,v,0
translucence,n,0
translucent,adj,0
transmigrate,v,0
transmigration,n,0
transmissible,adj,0
transmission,n,0
transmit,v,0
transmittal,n,0
transmitter,n,0
transmutation,n,0
transmute,v,0
transnational,adj,0
transoceanic,adj,0
transom,n,0
transparency,n,1
transparent,adj,0
transparently,adv,1
transpiration,n,0
transpire,v,0
transplant,v,0
transplantation,n,0
transport,v,0
transportation,n,0
transporter,n,0
transpose,v,0
transposition,n,0
transsexual,adj,0
transubstantiation,n,0
transverse,adj,0
transversely,adv,0
transvestite,adj,0
trap,v,-1
trapdoor,n,0
trapeze,n,0
trapezoid,n,0
trapezoidal,adj,0
trapper,n,0
trappings,n,0
trapshooting,n,0
trash,v,-2
trashy,adj,-1
trauma,n,-2
traumata,n,-2
traumatic,adj,-2
traumatize,v,-2
travail,v,-1
travel,v,0
traveler,n,0
traveller,n,0
travelog,n,0
travelogue,n,0
traverse,v,0
travesty,v,-2
trawl,v,0
trawler,n,0
tray,n,0
treacherous,adj,-2
treacherously,adv,-2
treachery,n,-2
treacle,n,0
tread,v,0
treadle,v,0
treadmill,n,0
treas.,n,0
treason,n,-2
treasonable,adj,-2
treasonous,adj,-2
treasure,v,1
treasurer,n,0
treasury,n,0
treat,v,0
treatable,adj,2
treatise,n,0
treatment,n,0
treaty,n,0
treble,adj,0
treble,v,0
tree,v,0
treeless,adj,0
trefoil,n,0
trek,v,0
trellis,v,0
tremble,v,-1
tremendous,adj,0
tremendously,adv,1
tremolo,n,0
tremor,v,0
tremulous,adj,-1
tremulously,adv,-1
trench,v,0
trenchant,adj,0
trend,v,0
trendy,adj,2
trepidation,n,-1
trespass,v,-1
trespasser,n,-1
tress,n,0
trestle,n,0
triad,n,0
triage,n,0
trial,n,0
triangle,n,0
triangular,adj,0
triathlon,n,0
tribal,adj,0
tribe,n,0
tribesman,n,0
tribulation,n,-2
tribunal,n,0
tribune,n,0
tributary,adj,0
tribute,n,2
trice,v,0
triceps,n,0
trick,v,-1
trickery,n,-1
trickiness,n,-1
trickle,v,0
trickster,n,-1
tricky,adj,-1
tricolor,adj,0
tricycle,n,0
trident,n,0
tried,adj,0
triennial,adj,0
trifle,v,-1
trifling,adj,-1
trig,adj,0
trigger,v,0
trigonometry,n,0
trill,v,0
trillion,adj,0
trillionth,adj,0
trilogy,n,0
trim,adj,1
trim,v,0
trimaran,n,0
trimester,n,0
trimly,adv,1
trimmer,n,0
trimming,n,0
trimmings,n,0
trimness,n,1
trinket,n,-1
trio,n,0
trip,v,-1
tripartite,adj,0
tripe,n,-1
triple,adj,0
triple,v,0
triplet,n,0
triplicate,v,0
tripod,n,0
triptych,n,0
trisect,v,0
trite,adj,-1
tritely,adv,-1
triteness,n,-1
triumph,v,2
triumphal,adj,2
triumphant,adj,2
triumphantly,adv,2
triumvirate,n,0
trivet,n,0
trivia,n,0
trivial,adj,-1
triviality,n,-1
trivialize,v,-1
trod,v,0
trodden,adj,0
troika,n,0
troll,v,-1
trolley,n,0
trollop,n,-2
trombone,n,0
trombonist,n,0
troop,v,0
trooper,n,0
troops,n,0
trophy,n,2
tropic,adj,0
tropical,adj,0
tropics,n,0
troposphere,n,0
trot,v,0
troth,n,1
trotter,n,0
troubadour,n,0
trouble,v,-1
troublemaker,n,-2
troubleshooter,n,0
troublesome,adj,-2
trough,n,0
trounce,v,-1
troupe,n,0
trouper,n,0
trousers,n,0
trousseau,n,0
trousseaux,n,0
trout,n,0
trowel,v,0
troy,n,0
truancy,n,-1
truant,adj,-1
truce,n,0
truck,v,0
trucker,n,0
truculence,n,-2
truculent,adj,-2
truculently,adv,-1
trudge,v,0
true-blue,adj,1
truffle,n,0
truism,n,0
truly,adv,0
trump,v,3
trumpery,n,-1
trumpet,v,0
trumpeter,n,0
truncate,adj,0
truncate,v,0
truncation,n,0
truncheon,n,0
trundle,v,0
trunk,n,0
trunks,n,0
truss,v,0
trust,v,1
trustee,n,0
trusteeship,n,0
trustful,adj,1
trustfully,adv,1
trustfulness,n,1
trusting,adj,1
trustworthiness,n,2
trustworthy,adj,2
trusty,adj,2
truth,n,2
truthful,adj,2
truthfully,adv,2
truthfulness,n,2
try,v,0
trying,adj,0
tryout,n,0
tryst,n,0
tsar,n,0
tsp.,n,0
tsunami,n,-2
tub,n,0
tuba,n,0
tubby,adj,-1
tube,v,0
tubeless,adj,0
tuber,n,0
tubercle,n,0
tubercular,adj,0
tuberculosis,n,-2
tuberous,adj,0
tubing,n,0
tubular,adj,0
tuck,v,0
tucker,n,0
tuft,n,0
tufted,adj,0
tug,v,0
tugboat,n,0
tuition,n,0
tulip,n,0
tulle,n,0
tumble,v,-1
tumbledown,n,-1
tumbler,n,0
tumbleweed,n,0
tummy,n,0
tumor,n,-1
tumult,n,-1
tumultuous,adj,-2
tuna,n,0
tundra,n,0
tune,v,0
tuneful,adj,1
tuneless,adj,-1
tuner,n,0
tungsten,n,0
tunic,n,0
tunnel,v,0
turban,n,0
turbid,adj,-1
turbine,n,0
turbojet,n,0
turboprop,n,0
turbot,n,0
turbulence,n,-1
turbulent,adj,-1
turbulently,adv,-1
turd,n,-2
tureen,n,0
turf,v,0
turgid,adj,-2
turgidity,n,-1
turkey,n,0
turkish,adj,0
turmeric,n,0
turmoil,n,-2
turn,v,0
turnabout,n,0
turnaround,n,0
turncoat,n,-2
turner,n,0
turnip,n,0
turnkey,n,0
turnoff,n,-1
turnout,n,0
turnover,n,0
turnpike,n,0
turnstile,n,0
turntable,n,0
turpentine,n,0
turpitude,n,-1
turquoise,n,0
turret,n,0
turtle,v,0
turtledove,n,0
turtleneck,n,0
tush,n,0
tusk,v,0
tussle,v,-1
tussock,n,0
tutelage,n,0
tutor,v,0
tutorial,adj,0
tutu,n,0
tux,n,0
tuxedo,n,0
twaddle,v,-1
twain,n,0
twang,v,0
tweak,v,0
tweed,n,0
tweedy,adj,0
'tween,adv,0
tweet,v,0
tweeter,n,0
tweezers,n,0
twelfth,adj,0
twelve,adj,0
twentieth,adj,0
twenty,adj,0
twenty-one,adj,0
twerp,n,-2
twice,adv,0
twiddle,v,0
twig,v,0
twiggy,adj,0
twilight,adj,0
twill,v,0
twin,adj,0
twin,v,0
twine,v,0
twinge,v,0
twinkle,v,0
twinkling,adj,1
twirl,v,0
twist,v,0
twisted,adj,-2
twister,n,0
twit,v,-1
twitch,v,0
twitter,v,0
two,adj,0
two-faced,adj,-2
twofold,adj,0
twofold,adv,0
two-ply,adj,0
twosome,n,0
two-time,v,-2
two-way,adj,0
twp.,n,0
tycoon,n,0
tying,v,0
tyke,n,0
tympana,n,0
tympanum,n,0
type,v,0
typecast,v,-1
typescript,n,0
typeset,v,0
typesetter,n,0
typewrite,v,0
typewriter,n,0
typewritten,adj,0
typewrote,n,0
typhoid,n,-2
typhoon,n,-2
typhus,n,-2
typical,adj,0
typically,adv,0
typify,v,0
typist,n,0
typo,n,-1
typographer,n,0
typographical,adj,0
typographically,adv,0
typography,n,0
tyrannical,adj,-2
tyrannically,adv,-2
tyrannize,v,-2
tyrannous,adj,-2
tyranny,n,-2
tyrant,n,-2
tyro,n,0
tzar,n,0
u,n,0
ubiquitous,adj,0
ubiquitously,adv,0
ubiquity,n,0
udder,n,0
ugh,n,-2
ugliness,n,-2
ugly,adj,-2
uh,excl,0
ukrainian,adj,0
ukulele,n,0
ulcer,n,-1
ulcerate,v,-1
ulceration,n,-1
ulcerous,adj,-1
ulna,n,0
ulnae,n,0
ulterior,adj,-1
ultimata,n,-1
ultimate,adj,3
ultimately,adv,0
ultimatum,n,-1
ultra,adj,0
ultraconservative,adj,-2
ultramarine,adj,0
ultrasonic,adj,0
ultrasound,n,0
ultraviolet,adj,0
umber,adj,0
umbilical,adj,0
umbrage,n,-1
umbrella,adj,0
umiak,n,0
umlaut,n,0
ump,n,0
umpire,v,0
umpteen,adj,0
umpteenth,adj,0
unabashed,adj,0
unabated,adj,0
unable,adj,-1
unabridged,adj,0
unacceptable,adj,-2
unaccompanied,adj,0
unaccompanied,adv,0
unaccountable,adj,-1
unaccountably,adv,-1
unaccustomed,adj,0
unacquainted,adj,0
unadorned,adj,0
unadulterated,adj,1
unaffected,adj,0
unafraid,adj,1
unaided,adj,0
unalterable,adj,0
unalterably,adv,0
unambiguous,adj,1
un-american,adj,0
unanimity,n,0
unanimous,adj,0
unanimously,adv,1
unannounced,adj,0
unanswerable,adj,-1
unanswered,adj,0
unanticipated,adj,0
unappetizing,adj,-2
unappreciated,adj,-2
unappreciative,adj,-2
unapproachable,adj,-2
unarmed,adj,0
unashamed,adj,0
unasked,adj,0
unassailable,adj,2
unassisted,adj,0
unassuming,adj,1
unattached,adj,0
unattended,adj,-1
unattractive,adj,-2
unauthorized,adj,-1
unavailable,adj,-1
unavailing,adj,-1
unavoidable,adj,-1
unavoidably,adv,-1
unaware,adj,0
unawares,adv,-1
unbalanced,adj,-1
unbar,v,0
unbearable,adj,-2
unbearably,adv,-2
unbeatable,adj,3
unbeaten,adj,1
unbecoming,adj,-1
unbeknown,adj,0
unbeknown,adv,0
unbeknownst,adj,0
unbeknownst,adv,0
unbelief,n,-1
unbelievable,adj,-1
unbelievably,adv,0
unbeliever,n,-1
unbend,v,0
unbending,adj,0
unbiased,adj,2
unbidden,adj,0
unblushing,adj,0
unbolt,v,0
unborn,adj,0
unbosom,v,0
unbound,adj,0
unbounded,adj,0
unbreakable,adj,1
unbridled,adj,0
unbroken,adj,1
unbuckle,v,0
unburden,v,0
unbutton,v,0
uncalled-for,adj,-2
uncannily,adv,0
uncanny,adj,0
uncared-for,adj,-2
uncaring,adj,-2
unceasing,adj,0
unceasingly,adv,0
uncensored,adj,0
unceremonious,adj,-1
unceremoniously,adv,-1
uncertain,adj,-1
uncertainly,adv,-1
uncertainty,n,0
unchallenged,adj,1
unchanged,adj,0
unchanging,adj,0
uncharacteristic,adj,0
uncharacteristically,adv,-1
uncharitable,adj,-2
uncharted,adj,0
unchecked,adj,0
uncivil,adj,-2
uncivilized,adj,-2
unclasp,v,0
unclassified,adj,0
uncle,n,0
unclean,adj,-2
unclear,adj,-2
unclothed,adj,0
uncluttered,adj,1
uncoil,v,0
uncomfortable,adj,-2
uncomfortably,adv,-2
uncommitted,adj,0
uncommon,adj,0
uncommonly,adv,0
